timestamp,name,mode,level,sentence_id,gold,typed,typed_vowels,gold_vowels,vowel_cer,t_init_ms,t_total_ms,keystrokes,backspaces,mean_iki_ms,selected_rank,success
2026-06-23T10:59:19,tanaka,ime_hira,1,L1-01,おはよう,おはよう,,o a o u,,685.0,796.0,4,0,144.7,-1,1
2026-06-23T10:59:24,tanaka,ime_hira,1,L1-02,パソコン,ぱそこん,,a o o n,,378.0,1451.0,6,2,136.6,-1,1
2026-06-23T10:59:28,tanaka,ime_hira,1,L1-03,電話,でんわ,,e n a,,511.0,915.0,4,1,121.2,-1,1
2026-06-23T10:59:33,tanaka,ime_hira,2,L2-01,今から帰る,いまからかえる,,i a a a a e u,,321.0,1500.0,7,0,184.7,-1,1
2026-06-23T10:59:38,tanaka,ime_hira,2,L2-02,気をつけてね,気をつけてね,,i o u e e e,,230.0,1551.0,7,6,95.0,-1,0
2026-06-23T10:59:44,tanaka,ime_hira,2,L2-02,気をつけてね,きをつけてね,,i o u e e e,,620.0,1938.0,6,0,252.0,-1,1
2026-06-23T10:59:50,tanaka,ime_hira,2,L2-03,お腹がすいた,でんわ,,o a a a u i a,,366.0,1683.0,5,2,200.5,-1,0
2026-06-23T10:59:56,tanaka,ime_hira,2,L2-03,お腹がすいた,おなかすいた,,o a a a u i a,,501.0,2101.0,7,1,241.1,-1,0
2026-06-23T11:00:03,tanaka,ime_hira,2,L2-03,お腹がすいた,おなかがすいた,,o a a a u i a,,631.0,2306.0,8,1,213.8,-1,1
2026-06-23T11:00:12,tanaka,ime_hira,3,L3-01,来週はパソコンを買いに行く,らいしゅうはぱそこんをかいにいく,,a i u u a a o o n o a i i i u,,376.0,5870.0,19,3,192.3,-1,1
2026-06-23T11:00:20,tanaka,ime_hira,3,L3-02,子供の病院に行こう,こどものびょういんにいこう,,o o o o o u i n i i o u,,378.0,4363.0,16,3,196.5,-1,1
2026-06-23T11:00:31,tanaka,ime_hira,3,L3-03,車で行こうか、電車で行こうか,くるまでいこうか、でんしゃでいこうか,,u u a e i o u a 、 e n a e i o u a,,431.0,6921.0,23,5,200.7,-1,0
2026-06-23T11:00:41,tanaka,ime_hira,3,L3-03,車で行こうか、電車で行こうか,くるまでいこうかでんしゃでいこうか,,u u a e i o u a 、 e n a e i o u a,,406.0,5954.0,21,4,188.4,-1,1
2026-06-23T11:01:03,tanaka,vowel_noinfer,1,L1-01,おはよう,oaou,oaou,o a o u,1.0,7365.0,1129.0,4,0,272.7,-1,0
2026-06-23T11:01:11,tanaka,vowel_noinfer,1,L1-01,おはよう,o a o u,o a o u,o a o u,0.0,509.0,3100.0,7,0,301.0,-1,1
